"wz11cd","lsoa11cd","msoa11cd","date","Country of Birth: All categories: Country of birth; measures: Value","Country of Birth: Europe: Total; measures: Value","Country of Birth: Europe: United Kingdom: Total; measures: Value","Country of Birth: Europe: United Kingdom: England; measures: Value","Country of Birth: Europe: United Kingdom: Northern Ireland; measures: Value","Country of Birth: Europe: United Kingdom: Scotland; measures: Value","Country of Birth: Europe: United Kingdom: Wales; measures: Value","Country of Birth: Europe: Great Britain not otherwise specified; measures: Value","Country of Birth: Europe: United Kingdom not otherwise specified; measures: Value","Country of Birth: Europe: Guernsey; measures: Value","Country of Birth: Europe: Jersey; measures: Value","Country of Birth: Europe: Channel Islands not otherwise specified; measures: Value","Country of Birth: Europe: Isle of Man; measures: Value","Country of Birth: Europe: Ireland; measures: Value","Country of Birth: Europe: Other Europe: Total; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Total; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Total; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: France; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Germany; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Italy; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Portugal; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Spain (including Canary Islands); measures: Value","Country of Birth: Europe: Other Europe: EU countries: Member countries in March 2001: Other member countries in March 2001; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Total; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Lithuania; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Poland; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Romania; measures: Value","Country of Birth: Europe: Other Europe: EU countries: Accession countries April 2001 to March 2011: Other EU accession countries; measures: Value","Country of Birth: Europe: Other Europe: Rest of Europe: Total; measures: Value","Country of Birth: Europe: Other Europe: Rest of Europe: Turkey; measures: Value","Country of Birth: Europe: Other Europe: Rest of Europe: Other Europe; measures: Value","Country of Birth: Africa: Total; measures: Value","Country of Birth: Africa: North Africa; measures: Value","Country of Birth: Africa: Central and Western Africa: Total; measures: Value","Country of Birth: Africa: Central and Western Africa: Ghana; measures: Value","Country of Birth: Africa: Central and Western Africa: Nigeria; measures: Value","Country of Birth: Africa: Central and Western Africa: Other Central and Western Africa; measures: Value","Country of Birth: Africa: South and Eastern Africa: Total; measures: Value","Country of Birth: Africa: South and Eastern Africa: Kenya; measures: Value","Country of Birth: Africa: South and Eastern Africa: Somalia; measures: Value","Country of Birth: Africa: South and Eastern Africa: South Africa; measures: Value","Country of Birth: Africa: South and Eastern Africa: Zimbabwe; measures: Value","Country of Birth: Africa: South and Eastern Africa: Other South and Eastern Africa; measures: Value","Country of Birth: Africa: Africa not otherwise specified; measures: Value","Country of Birth: Middle East and Asia: Total; measures: Value","Country of Birth: Middle East and Asia: Middle East: Total; measures: Value","Country of Birth: Middle East and Asia: Middle East: Iran; measures: Value","Country of Birth: Middle East and Asia: Middle East: Other Middle East; measures: Value","Country of Birth: Middle East and Asia: Eastern Asia: Total; measures: Value","Country of Birth: Middle East and Asia: Eastern Asia: China; measures: Value","Country of Birth: Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China); measures: Value","Country of Birth: Middle East and Asia: Eastern Asia: Other Eastern Asia; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: Total; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: Bangladesh; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: India; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: Pakistan; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: Sri Lanka; measures: Value","Country of Birth: Middle East and Asia: Southern Asia: Other Southern Asia; measures: Value","Country of Birth: Middle East and Asia: South-East Asia: Total; measures: Value","Country of Birth: Middle East and Asia: South-East Asia: Philippines; measures: Value","Country of Birth: Middle East and Asia: South-East Asia: Other South-East Asia; measures: Value","Country of Birth: Middle East and Asia: Central Asia; measures: Value","Country of Birth: The Americas and the Caribbean: Total; measures: Value","Country of Birth: The Americas and the Caribbean: North America: Total; measures: Value","Country of Birth: The Americas and the Caribbean: North America: United States; measures: Value","Country of Birth: The Americas and the Caribbean: North America: Other North America; measures: Value","Country of Birth: The Americas and the Caribbean: Central America; measures: Value","Country of Birth: The Americas and the Caribbean: South America; measures: Value","Country of Birth: The Americas and the Caribbean: The Caribbean: Total; measures: Value","Country of Birth: The Americas and the Caribbean: The Caribbean: Jamaica; measures: Value","Country of Birth: The Americas and the Caribbean: The Caribbean: Other Caribbean; measures: Value","Country of Birth: Antarctica and Oceania: Total; measures: Value","Country of Birth: Antarctica and Oceania: Antarctica; measures: Value","Country of Birth: Antarctica and Oceania: Australasia: Total; measures: Value","Country of Birth: Antarctica and Oceania: Australasia: Australia; measures: Value","Country of Birth: Antarctica and Oceania: Australasia: Other Australasia; measures: Value","Country of Birth: Antarctica and Oceania: Other Oceania; measures: Value","Country of Birth: Other; measures: Value"
"E33018116","E01008913","E02001876",2011,363,277,261,255,3,2,1,0,0,0,0,0,0,7,9,8,3,0,1,0,0,0,2,5,0,3,0,2,1,1,0,25,2,6,0,2,4,17,4,2,1,4,6,0,49,1,0,1,0,0,0,0,32,0,27,4,0,1,16,0,16,0,12,0,0,0,0,0,12,6,6,0,0,0,0,0,0,0
"E33018117","E01008899","E02001863",2011,383,293,260,256,0,3,1,0,0,1,0,0,0,6,26,25,4,0,1,2,0,0,1,21,1,16,0,4,1,1,0,15,1,4,1,2,1,10,2,3,0,2,3,0,70,4,2,2,1,1,0,0,65,3,18,41,0,3,0,0,0,0,5,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0
"E33018118","E01008899","E02001863",2011,256,195,182,180,1,1,0,0,0,0,0,0,0,1,12,10,2,1,0,1,0,0,0,8,0,4,0,4,2,0,2,12,1,2,0,2,0,8,4,0,1,1,2,1,43,1,1,0,2,0,2,0,36,4,11,21,0,0,4,0,4,0,6,0,0,0,0,0,6,5,1,0,0,0,0,0,0,0
"E33018119","E01008899","E02001863",2011,452,420,393,389,0,3,1,0,0,0,0,0,0,6,21,21,6,2,1,2,0,0,1,15,0,13,1,1,0,0,0,7,0,1,0,0,1,5,1,0,1,1,2,1,20,0,0,0,0,0,0,0,19,2,7,8,0,2,1,0,1,0,4,0,0,0,0,0,4,3,1,1,0,1,0,1,0,0
"E33018120","E01008899","E02001863",2011,465,434,413,408,1,2,2,0,0,0,0,0,0,5,16,16,5,0,4,0,0,0,1,11,0,6,0,5,0,0,0,6,1,3,0,0,3,2,0,1,0,0,1,0,20,2,1,1,0,0,0,0,18,0,9,9,0,0,0,0,0,0,5,0,0,0,0,2,3,1,2,0,0,0,0,0,0,0
"E33018121","E01008901","E02001863",2011,659,607,579,569,2,4,4,0,0,0,0,0,0,5,23,20,8,3,3,0,1,1,0,12,0,6,1,5,3,0,3,10,0,6,1,0,5,4,0,1,0,0,3,0,26,1,0,1,2,1,0,1,20,3,3,14,0,0,3,1,2,0,15,2,2,0,0,0,13,11,2,1,0,1,1,0,0,0
"E33018122","E01008901","E02001863",2011,667,568,549,534,1,6,8,0,0,0,0,0,0,7,12,9,2,0,2,0,0,0,0,7,0,4,1,2,3,0,3,13,0,2,0,0,2,11,3,3,1,1,3,0,76,5,1,4,3,2,1,0,44,4,11,28,1,0,23,18,5,1,9,0,0,0,0,0,9,7,2,1,0,1,0,1,0,0
"E33018123","E01008901","E02001863",2011,314,239,231,222,5,1,3,0,0,0,1,0,0,4,3,3,2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,13,1,1,1,0,0,10,2,4,0,0,4,1,47,1,0,1,1,0,1,0,41,6,16,19,0,0,4,0,4,0,15,0,0,0,0,2,13,9,4,0,0,0,0,0,0,0
"E33018124","E01008901","E02001863",2011,509,464,450,431,4,5,10,0,0,0,0,0,0,5,9,7,4,1,1,0,1,0,1,3,0,1,1,1,2,0,2,8,0,1,0,0,1,6,1,0,1,1,3,1,29,1,0,1,2,0,2,0,25,6,7,11,1,0,1,0,1,0,8,1,1,0,0,0,7,4,3,0,0,0,0,0,0,0
"E33018125","E01008901","E02001863",2011,471,446,423,416,5,1,1,0,0,0,0,0,0,3,20,17,6,0,4,0,0,1,1,11,0,9,0,2,3,0,3,2,0,0,0,0,0,2,1,0,0,0,1,0,20,3,0,3,0,0,0,0,17,1,10,6,0,0,0,0,0,0,3,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0
"E33018126","E01008917","E02001928",2011,261,225,164,161,2,1,0,0,0,0,0,0,0,5,56,55,0,0,0,0,0,0,0,55,0,52,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,33,4,1,3,0,0,0,0,24,1,5,18,0,0,5,4,1,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"E33018127","E01008961","E02001942",2011,356,328,319,313,2,2,2,0,0,0,0,0,0,2,7,7,2,0,1,0,0,0,1,5,0,5,0,0,0,0,0,12,0,3,0,3,0,9,0,1,1,4,3,0,14,1,0,1,1,1,0,0,11,1,3,7,0,0,1,1,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0
"E33018128","E01008961","E02001942",2011,371,334,324,319,0,2,3,0,0,0,0,0,0,3,7,6,4,0,2,1,1,0,0,2,0,1,1,0,1,1,0,6,0,3,1,2,0,3,1,0,0,0,2,0,28,4,2,2,7,5,2,0,16,1,7,7,0,1,1,0,1,0,3,1,1,0,0,1,1,0,1,0,0,0,0,0,0,0
"E33018129","E01008950","E02001939",2011,771,752,740,719,3,10,8,0,0,0,0,0,0,4,8,8,7,0,4,2,0,0,1,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,1,0,0,1,0,0,13,1,1,0,0,0,0,0,12,1,5,2,4,0,0,0,0,0,2,1,1,0,0,0,1,1,0,2,0,2,2,0,0,0
"E33018130","E01008991","E02001890",2011,794,683,657,635,6,11,5,0,0,0,1,0,0,4,21,18,5,2,1,1,0,0,1,13,0,9,0,4,3,1,2,33,0,11,2,3,6,20,5,0,0,10,5,2,47,2,0,2,3,1,2,0,40,4,19,17,0,0,2,1,1,0,31,1,0,1,1,3,26,23,3,0,0,0,0,0,0,0
"E33018131","E01008994","E02001900",2011,935,858,832,804,4,11,13,0,0,0,1,0,0,4,21,17,8,2,4,0,0,0,2,9,0,5,0,4,4,1,3,24,0,6,1,5,0,18,8,0,3,0,7,0,37,4,0,4,1,1,0,0,28,6,15,6,0,1,4,1,3,0,14,3,1,2,0,0,11,8,3,2,0,2,2,0,0,0
"E33018132","E01008994","E02001900",2011,333,304,286,278,1,2,5,0,0,0,1,0,0,0,17,15,2,0,0,0,1,0,1,13,0,6,3,4,2,0,2,11,0,1,1,0,0,10,1,1,1,3,4,0,14,0,0,0,2,0,2,0,10,2,4,3,1,0,1,0,1,1,3,0,0,0,0,2,1,1,0,1,0,1,1,0,0,0
"E33018133","E01008994","E02001900",2011,739,664,646,631,4,5,6,0,0,1,0,0,0,6,11,11,3,1,1,0,0,0,1,8,0,3,2,3,0,0,0,23,1,2,0,1,1,19,10,0,3,1,5,1,39,2,1,1,2,0,2,0,35,0,18,14,2,1,0,0,0,0,12,0,0,0,0,1,11,8,3,1,0,1,1,0,0,0
"E33018134","E01008994","E02001900",2011,206,164,140,137,1,2,0,0,0,0,0,0,0,1,23,21,4,0,1,0,0,1,2,17,3,13,0,1,2,2,0,8,1,3,0,0,3,4,0,0,1,0,3,0,29,2,2,0,6,4,1,1,20,1,11,7,0,1,1,1,0,0,5,1,0,1,0,1,3,2,1,0,0,0,0,0,0,0
"E33018135","E01008994","E02001900",2011,308,281,271,267,0,2,2,0,0,0,0,0,0,3,7,7,4,0,1,0,1,0,2,3,1,0,0,2,0,0,0,9,2,2,0,2,0,5,2,0,0,1,2,0,14,0,0,0,0,0,0,0,13,0,9,3,0,1,1,0,1,0,4,0,0,0,1,0,3,2,1,0,0,0,0,0,0,0
"E33018136","E01008990","E02001890",2011,741,686,667,643,6,9,9,0,0,0,0,0,0,6,13,11,4,0,3,0,0,0,1,7,0,4,0,3,2,1,1,19,2,3,0,3,0,14,3,2,4,1,4,0,24,2,0,2,1,0,1,0,19,0,14,4,1,0,2,0,2,0,9,4,3,1,0,0,5,2,3,3,0,3,2,1,0,0
"E33018137","E01008990","E02001890",2011,251,221,212,207,0,0,5,0,0,0,0,0,0,1,8,6,1,0,0,1,0,0,0,5,0,5,0,0,2,0,2,7,0,1,0,1,0,5,2,0,1,1,1,1,19,3,2,1,1,0,1,0,10,0,8,2,0,0,5,4,1,0,4,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0
"E33018138","E01008990","E02001890",2011,415,390,386,371,3,9,3,0,0,0,0,0,0,1,3,3,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,10,0,2,0,2,0,7,4,0,0,2,1,1,12,0,0,0,1,0,1,0,11,1,8,1,0,1,0,0,0,0,3,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0
"E33018139","E01008990","E02001890",2011,1722,1521,1462,1420,8,19,15,0,0,1,0,0,0,10,48,45,20,3,8,3,2,1,3,25,4,13,2,6,3,0,3,42,2,7,1,5,1,33,6,2,3,9,13,0,125,15,6,9,7,2,5,0,95,12,31,43,4,5,8,3,5,0,32,5,3,2,0,7,20,13,7,2,0,2,1,1,0,0
"E33018140","E01008990","E02001890",2011,564,519,481,465,0,3,13,0,0,0,0,0,0,2,36,35,5,0,1,2,1,1,0,30,1,15,0,14,1,0,1,14,0,1,0,0,1,13,2,1,3,4,3,0,23,3,0,3,4,1,3,0,15,0,8,7,0,0,1,0,1,0,8,0,0,0,0,0,8,6,2,0,0,0,0,0,0,0
"E33018141","E01008988","E02001890",2011,392,345,338,330,1,1,6,0,0,0,0,0,0,2,5,4,1,0,0,0,0,0,1,3,1,1,0,1,1,0,1,18,1,4,0,3,1,13,2,2,1,6,2,0,21,3,2,1,4,2,1,1,10,1,4,4,0,1,4,1,3,0,8,3,2,1,0,1,4,2,2,0,0,0,0,0,0,0
"E33018142","E01033631","E02001905",2011,7744,6741,6113,5825,39,109,138,0,2,1,1,0,2,61,563,502,358,59,120,53,9,33,84,144,4,59,26,55,61,4,57,207,22,54,7,32,15,129,28,12,22,17,50,2,549,83,32,51,175,117,32,26,215,12,139,43,10,11,74,13,61,2,211,112,78,34,13,32,54,33,21,36,0,33,25,8,3,0
"E33018143","E01033631","E02001905",2011,210,192,177,165,2,5,5,0,0,0,0,0,0,3,12,11,4,2,2,0,0,0,0,7,0,6,0,1,1,0,1,7,5,0,0,0,0,2,2,0,0,0,0,0,6,1,0,1,1,1,0,0,3,0,1,2,0,0,1,1,0,0,4,2,1,1,0,1,1,0,1,1,0,1,0,1,0,0
"E33018144","E01033631","E02001905",2011,373,347,340,331,4,3,2,0,0,0,0,0,0,1,6,5,3,0,2,0,0,0,1,2,0,1,0,1,1,1,0,10,0,0,0,0,0,10,0,1,3,2,4,0,13,1,1,0,0,0,0,0,12,3,4,5,0,0,0,0,0,0,3,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0
"E33018145","E01009007","E02001849",2011,233,212,200,199,0,1,0,0,0,0,0,0,0,3,9,9,1,0,0,0,0,0,1,8,0,4,0,4,0,0,0,2,0,0,0,0,0,2,1,0,0,0,1,0,15,0,0,0,1,0,1,0,14,2,9,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,1,0,1,0,1,0,0
"E33018146","E01009007","E02001849",2011,282,241,205,203,1,0,1,0,0,0,0,0,0,2,34,33,2,0,1,0,0,0,1,31,4,19,0,8,1,0,1,5,0,4,0,1,3,1,0,0,0,0,1,0,28,3,3,0,2,2,0,0,20,2,6,11,1,0,3,0,3,0,7,0,0,0,0,1,6,5,1,1,0,1,1,0,0,0
"E33018147","E01009007","E02001849",2011,384,341,327,322,3,2,0,0,0,0,0,0,0,6,8,6,3,0,3,0,0,0,0,3,0,2,0,1,2,1,1,11,0,3,1,1,1,8,5,1,0,2,0,0,27,1,0,1,4,4,0,0,19,1,12,4,0,2,3,0,3,0,5,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0
"E33018148","E01009007","E02001849",2011,487,431,417,402,1,9,5,0,0,0,0,0,0,6,8,8,4,0,4,0,0,0,0,4,1,0,0,3,0,0,0,14,0,2,0,1,1,12,5,0,1,0,6,0,24,2,2,0,2,0,2,0,17,2,9,5,0,1,3,0,3,0,16,0,0,0,0,0,16,14,2,2,0,2,2,0,0,0
"E33018149","E01009007","E02001849",2011,507,472,456,447,1,3,5,0,0,0,1,0,0,6,9,8,6,2,3,1,0,0,0,2,0,1,0,1,1,1,0,10,1,4,0,3,1,5,1,0,1,1,2,0,15,0,0,0,0,0,0,0,14,3,5,6,0,0,1,1,0,0,10,0,0,0,0,0,10,9,1,0,0,0,0,0,0,0
"E33018150","E01009007","E02001849",2011,271,254,248,245,0,2,1,0,0,0,0,0,0,1,5,5,2,0,1,0,0,0,1,3,0,1,0,2,0,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,11,1,1,0,0,0,0,0,10,0,2,7,1,0,0,0,0,0,3,2,0,2,0,0,1,0,1,1,0,1,0,1,0,0
