"wz11cd","lsoa11cd","msoa11cd","date","Employment Status: All categories: Employment status; measures: Value","Employment Status: Employee: Part-time; measures: Value","Employment Status: Employee: Full-time; measures: Value","Employment Status: Self-employed with employees: Part-time; measures: Value","Employment Status: Self-employed with employees: Full-time; measures: Value","Employment Status: Self-employed without employees: Part-time; measures: Value","Employment Status: Self-employed without employees: Full-time; measures: Value","Employment Status: Full-time student; measures: Value","Employment Status: Employee: Part-time; measures: Value:value%","Employment Status: Employee: Full-time; measures: Value:value%","Employment Status: Self-employed with employees: Part-time; measures: Value:value%","Employment Status: Self-employed with employees: Full-time; measures: Value:value%","Employment Status: Self-employed without employees: Part-time; measures: Value:value%","Employment Status: Self-employed without employees: Full-time; measures: Value:value%","Employment Status: Full-time student; measures: Value:value%"
"E33018153","E01009014","E02001916",2011,1018,76,881,2,10,13,24,12,7.46561886051081,86.5422396856581,0.196463654223969,0.982318271119843,1.2770137524558,2.35756385068762,1.17878192534381
"E33018154","E01009026","E02001916",2011,370,97,237,0,6,9,9,12,26.2162162162162,64.054054054054,0,1.62162162162162,2.43243243243243,2.43243243243243,3.24324324324324
"E33018155","E01033641","E02006901",2011,345,51,258,1,10,4,17,4,14.7826086956522,74.7826086956522,0.289855072463768,2.89855072463768,1.15942028985507,4.92753623188406,1.15942028985507
"E33018156","E01009015","E02001915",2011,315,85,195,4,8,8,7,8,26.984126984127,61.9047619047619,1.26984126984127,2.53968253968254,2.53968253968254,2.22222222222222,2.53968253968254
"E33018157","E01009045","E02001923",2011,410,108,263,6,2,9,12,10,26.3414634146341,64.1463414634146,1.46341463414634,0.48780487804878,2.19512195121951,2.92682926829268,2.4390243902439
"E33018158","E01009069","E02001901",2011,491,192,234,1,7,3,7,47,39.1038696537678,47.6578411405295,0.203665987780041,1.42566191446029,0.610997963340122,1.42566191446029,9.57230142566191
"E33018159","E01009069","E02001901",2011,261,82,117,1,14,2,10,35,31.4176245210728,44.8275862068966,0.383141762452107,5.3639846743295,0.766283524904214,3.83141762452107,13.4099616858238
"E33018160","E01009098","E02001851",2011,842,67,719,2,8,6,19,21,7.95724465558195,85.3919239904988,0.237529691211401,0.950118764845606,0.712589073634204,2.25653206650831,2.49406175771971
"E33018161","E01009102","E02001854",2011,1571,133,1374,1,8,3,18,34,8.46594525779758,87.4602164226607,0.063653723742839,0.509229789942712,0.190961171228517,1.1457670273711,2.16422660725652
"E33018162","E01009102","E02001854",2011,1166,391,545,0,3,5,10,212,33.5334476843911,46.7409948542024,0,0.257289879931389,0.428816466552316,0.857632933104631,18.1818181818182
"E33018163","E01009102","E02001854",2011,388,49,308,0,6,4,11,10,12.6288659793814,79.3814432989691,0,1.54639175257732,1.03092783505155,2.83505154639175,2.57731958762887
"E33018164","E01009102","E02001854",2011,584,75,436,5,15,21,19,13,12.8424657534247,74.6575342465753,0.856164383561644,2.56849315068493,3.5958904109589,3.25342465753425,2.22602739726027
"E33018165","E01009102","E02001854",2011,313,39,243,0,9,6,10,6,12.4600638977636,77.6357827476038,0,2.87539936102236,1.91693290734824,3.19488817891374,1.91693290734824
"E33018166","E01009102","E02001854",2011,304,31,260,0,3,0,5,5,10.1973684210526,85.5263157894737,0,0.986842105263158,0,1.64473684210526,1.64473684210526
"E33018167","E01009102","E02001854",2011,1483,158,1235,4,24,3,17,42,10.6540795684423,83.2771409305462,0.269723533378287,1.61834120026972,0.202292650033715,1.14632501685772,2.83209710047202
"E33018168","E01009102","E02001854",2011,1028,122,840,2,4,5,8,47,11.8677042801556,81.7120622568093,0.194552529182879,0.389105058365759,0.486381322957198,0.778210116731518,4.57198443579767
"E33018169","E01009101","E02001855",2011,711,225,382,0,8,1,2,93,31.6455696202532,53.7271448663854,0,1.12517580872011,0.140646976090014,0.281293952180028,13.0801687763713
"E33018170","E01009101","E02001855",2011,2810,116,2615,0,8,10,40,21,4.12811387900356,93.0604982206406,0,0.284697508896797,0.355871886120996,1.42348754448399,0.747330960854093
"E33018171","E01009101","E02001855",2011,526,47,460,0,1,2,10,6,8.93536121673004,87.4524714828897,0,0.190114068441065,0.380228136882129,1.90114068441065,1.14068441064639
"E33018172","E01009119","E02001949",2011,249,27,195,1,7,0,14,5,10.8433734939759,78.3132530120482,0.401606425702811,2.81124497991968,0,5.62248995983936,2.00803212851406
"E33018173","E01009119","E02001949",2011,274,83,165,3,5,8,7,3,30.2919708029197,60.2189781021898,1.09489051094891,1.82481751824817,2.91970802919708,2.55474452554745,1.09489051094891
"E33018174","E01009119","E02001949",2011,668,62,558,0,7,0,23,18,9.2814371257485,83.5329341317365,0,1.04790419161677,0,3.44311377245509,2.69461077844311
"E33018175","E01009119","E02001949",2011,386,41,323,3,5,1,10,3,10.6217616580311,83.6787564766839,0.77720207253886,1.29533678756477,0.259067357512953,2.59067357512953,0.77720207253886
"E33018176","E01009119","E02001949",2011,745,80,634,1,2,6,12,10,10.738255033557,85.1006711409396,0.134228187919463,0.268456375838926,0.805369127516779,1.61073825503356,1.34228187919463
"E33018177","E01009116","E02001953",2011,965,130,758,3,15,11,26,22,13.4715025906736,78.5492227979275,0.310880829015544,1.55440414507772,1.13989637305699,2.69430051813472,2.27979274611399
"E33018178","E01033627","E02006898",2011,3549,382,2964,2,61,17,41,82,10.76359537898,83.5164835164835,0.0563539025077487,1.71879402648633,0.479008171315864,1.15525500140885,2.3105100028177
"E33018179","E01033627","E02006898",2011,377,142,191,1,1,7,9,26,37.6657824933687,50.6631299734748,0.26525198938992,0.26525198938992,1.85676392572944,2.38726790450928,6.89655172413793
"E33018180","E01033622","E02006899",2011,1633,268,1227,4,15,13,25,81,16.4115125535824,75.1377832210655,0.244947948560931,0.918554807103491,0.796080832823025,1.53092467850582,4.96019595835885
"E33018181","E01033627","E02006898",2011,373,51,294,0,4,1,6,17,13.6729222520107,78.8203753351206,0,1.07238605898123,0.268096514745308,1.60857908847185,4.55764075067024
"E33018182","E01033627","E02006898",2011,1013,169,739,1,9,2,7,86,16.6831194471866,72.9516288252715,0.0987166831194472,0.888450148075025,0.197433366238894,0.69101678183613,8.48963474827246
"E33018183","E01033627","E02006898",2011,1158,173,873,1,22,6,18,65,14.9395509499136,75.3886010362694,0.0863557858376511,1.89982728842832,0.518134715025907,1.55440414507772,5.61312607944732
"E33018184","E01009146","E02006897",2011,249,61,131,1,7,6,12,31,24.4979919678715,52.6104417670683,0.401606425702811,2.81124497991968,2.40963855421687,4.81927710843374,12.4497991967871
"E33018185","E01009146","E02006897",2011,364,67,251,1,8,1,4,32,18.4065934065934,68.956043956044,0.274725274725275,2.1978021978022,0.274725274725275,1.0989010989011,8.79120879120879
"E33018186","E01009146","E02006897",2011,389,75,244,1,1,5,6,57,19.280205655527,62.7249357326478,0.25706940874036,0.25706940874036,1.2853470437018,1.54241645244216,14.6529562982005
"E33018187","E01009146","E02006897",2011,2428,442,1908,1,4,3,9,61,18.2042833607908,78.5831960461285,0.0411861614497529,0.164744645799012,0.123558484349259,0.370675453047776,2.51235584843493
"E33018188","E01033639","E02006897",2011,367,100,234,2,7,2,13,9,27.2479564032698,63.7602179836512,0.544959128065395,1.90735694822888,0.544959128065395,3.54223433242507,2.45231607629428
"E33018189","E01033639","E02006897",2011,377,107,174,2,5,6,4,79,28.3819628647215,46.1538461538462,0.530503978779841,1.3262599469496,1.59151193633952,1.06100795755968,20.9549071618037
"E33018190","E01033639","E02006897",2011,749,122,556,4,9,6,15,37,16.2883845126836,74.2323097463284,0.534045393858478,1.20160213618158,0.801068090787717,2.00267022696929,4.93991989319092
"E33018191","E01033639","E02006897",2011,539,149,267,6,5,11,11,90,27.6437847866419,49.5361781076067,1.11317254174397,0.927643784786642,2.04081632653061,2.04081632653061,16.6975881261596
"E33018192","E01033639","E02006897",2011,424,70,341,0,0,0,3,10,16.5094339622642,80.4245283018868,0,0,0,0.707547169811321,2.35849056603774
"E33018193","E01033639","E02006897",2011,588,54,527,1,0,0,1,5,9.18367346938776,89.625850340136,0.170068027210884,0,0,0.170068027210884,0.850340136054422
"E33018194","E01033623","E02006899",2011,675,103,475,6,29,8,31,23,15.2592592592593,70.3703703703704,0.888888888888889,4.2962962962963,1.18518518518519,4.59259259259259,3.40740740740741
"E33018195","E01009159","E02001956",2011,1194,265,862,2,8,5,18,34,22.1943048576214,72.1943048576214,0.16750418760469,0.67001675041876,0.418760469011725,1.50753768844221,2.84757118927973
"E33018196","E01009159","E02001956",2011,709,257,348,0,1,2,7,94,36.2482369534556,49.083215796897,0,0.141043723554302,0.282087447108604,0.987306064880113,13.2581100141044
"E33018197","E01009184","E02001918",2011,1210,306,849,3,4,12,13,23,25.2892561983471,70.1652892561983,0.247933884297521,0.330578512396694,0.991735537190083,1.07438016528926,1.90082644628099
"E33018198","E01009188","E02001918",2011,458,103,291,1,13,12,16,22,22.4890829694323,63.5371179039301,0.218340611353712,2.83842794759825,2.62008733624454,3.49344978165939,4.80349344978166
"E33018199","E01009178","E02001930",2011,539,176,209,15,19,44,53,23,32.6530612244898,38.7755102040816,2.78293135435993,3.52504638218924,8.16326530612245,9.8330241187384,4.26716141001855
"E33018200","E01009178","E02001930",2011,496,170,224,4,15,5,32,46,34.2741935483871,45.1612903225806,0.806451612903226,3.0241935483871,1.00806451612903,6.45161290322581,9.2741935483871
"E33018201","E01009178","E02001930",2011,386,196,140,2,3,3,5,37,50.7772020725389,36.2694300518135,0.518134715025907,0.77720207253886,0.77720207253886,1.29533678756477,9.58549222797927
"E33018202","E01009203","E02001869",2011,806,68,682,7,19,2,19,9,8.43672456575682,84.6153846153846,0.86848635235732,2.35732009925558,0.248138957816377,2.35732009925558,1.1166253101737
"E33018203","E01009199","E02001878",2011,850,116,549,7,30,13,50,85,13.6470588235294,64.5882352941177,0.823529411764706,3.52941176470588,1.52941176470588,5.88235294117647,10
"E33018204","E01009204","E02001878",2011,302,48,214,1,7,9,6,17,15.8940397350993,70.8609271523179,0.33112582781457,2.31788079470199,2.98013245033113,1.98675496688742,5.62913907284768
"E33018205","E01009204","E02001878",2011,312,40,233,2,9,4,20,4,12.8205128205128,74.6794871794872,0.641025641025641,2.88461538461538,1.28205128205128,6.41025641025641,1.28205128205128
"E33018206","E01009204","E02001878",2011,370,33,310,2,5,2,14,4,8.91891891891892,83.7837837837838,0.540540540540541,1.35135135135135,0.540540540540541,3.78378378378378,1.08108108108108
"E33018207","E01009204","E02001878",2011,255,30,209,1,5,1,1,8,11.7647058823529,81.9607843137255,0.392156862745098,1.96078431372549,0.392156862745098,0.392156862745098,3.13725490196078
"E33018208","E01033644","E02001878",2011,208,57,128,3,5,2,3,10,27.4038461538462,61.5384615384615,1.44230769230769,2.40384615384615,0.961538461538462,1.44230769230769,4.80769230769231
"E33018209","E01033644","E02001878",2011,257,22,209,3,7,1,12,3,8.56031128404669,81.3229571984436,1.16731517509728,2.72373540856031,0.389105058365759,4.66926070038911,1.16731517509728
"E33018210","E01033644","E02001878",2011,932,170,690,4,12,8,24,24,18.2403433476395,74.0343347639485,0.429184549356223,1.28755364806867,0.858369098712446,2.57510729613734,2.57510729613734
"E33018211","E01009194","E02001877",2011,327,102,202,0,4,6,6,7,31.1926605504587,61.7737003058104,0,1.22324159021407,1.8348623853211,1.8348623853211,2.14067278287462
"E33018212","E01009198","E02001884",2011,277,73,129,0,14,1,10,50,26.3537906137184,46.5703971119134,0,5.05415162454874,0.36101083032491,3.6101083032491,18.0505415162455
"E33018213","E01009198","E02001884",2011,293,90,169,4,13,3,8,6,30.7167235494881,57.679180887372,1.36518771331058,4.43686006825939,1.02389078498294,2.73037542662116,2.04778156996587
"E33018214","E01009198","E02001884",2011,267,68,178,1,8,5,3,4,25.4681647940075,66.6666666666667,0.374531835205993,2.99625468164794,1.87265917602996,1.12359550561798,1.49812734082397
"E33018215","E01009198","E02001884",2011,327,91,187,3,14,11,17,4,27.82874617737,57.1865443425077,0.91743119266055,4.28134556574923,3.36391437308868,5.19877675840979,1.22324159021407
"E33018216","E01009200","E02006900",2011,197,52,112,4,5,3,1,20,26.3959390862944,56.8527918781726,2.03045685279188,2.53807106598985,1.52284263959391,0.50761421319797,10.1522842639594
"E33018217","E01009200","E02006900",2011,248,57,128,5,7,11,13,27,22.9838709677419,51.6129032258064,2.01612903225806,2.82258064516129,4.43548387096774,5.24193548387097,10.8870967741935
"E33018218","E01009200","E02006900",2011,422,83,282,1,6,9,24,17,19.6682464454976,66.824644549763,0.23696682464455,1.4218009478673,2.13270142180095,5.6872037914692,4.02843601895735
"E33018219","E01009200","E02006900",2011,745,98,610,1,8,7,14,7,13.1543624161074,81.8791946308725,0.134228187919463,1.0738255033557,0.939597315436242,1.87919463087248,0.939597315436242
"E33018220","E01009200","E02006900",2011,284,63,167,8,7,9,10,20,22.1830985915493,58.8028169014084,2.8169014084507,2.46478873239437,3.16901408450704,3.52112676056338,7.04225352112676
"E33018221","E01009200","E02006900",2011,301,47,221,0,7,2,19,5,15.6146179401993,73.421926910299,0,2.32558139534884,0.664451827242525,6.31229235880399,1.66112956810631
"E33018222","E01009200","E02006900",2011,278,68,182,1,3,3,13,8,24.4604316546763,65.4676258992806,0.359712230215827,1.07913669064748,1.07913669064748,4.67625899280576,2.87769784172662
"E33018223","E01009200","E02006900",2011,965,211,572,8,50,22,67,35,21.8652849740933,59.2746113989637,0.829015544041451,5.18134715025907,2.27979274611399,6.94300518134715,3.62694300518135
"E33018224","E01009202","E02001869",2011,222,38,153,2,7,8,11,3,17.1171171171171,68.9189189189189,0.900900900900901,3.15315315315315,3.6036036036036,4.95495495495495,1.35135135135135
"E33018225","E01009202","E02001869",2011,1138,222,790,1,7,6,12,100,19.5079086115993,69.4200351493849,0.0878734622144112,0.615114235500879,0.527240773286467,1.05448154657293,8.78734622144112
"E33018226","E01009202","E02001869",2011,226,23,181,1,7,1,8,5,10.1769911504425,80.0884955752212,0.442477876106195,3.09734513274336,0.442477876106195,3.53982300884956,2.21238938053097
"E33018227","E01009202","E02001869",2011,530,58,421,0,18,5,18,10,10.9433962264151,79.433962264151,0,3.39622641509434,0.943396226415094,3.39622641509434,1.88679245283019
"E33018228","E01009203","E02001869",2011,275,31,229,0,2,0,6,7,11.2727272727273,83.2727272727273,0,0.727272727272727,0,2.18181818181818,2.54545454545455
"E33018229","E01009203","E02001869",2011,279,53,190,2,13,4,12,5,18.9964157706093,68.1003584229391,0.716845878136201,4.6594982078853,1.4336917562724,4.3010752688172,1.7921146953405
"E33018230","E01009203","E02001869",2011,380,24,335,0,9,5,4,3,6.31578947368421,88.1578947368421,0,2.36842105263158,1.31578947368421,1.05263157894737,0.789473684210526
"E33018231","E01009203","E02001869",2011,300,14,272,0,7,0,3,4,4.66666666666667,90.6666666666667,0,2.33333333333333,0,1,1.33333333333333
"E33018232","E01009203","E02001869",2011,242,24,201,0,12,0,1,4,9.91735537190083,83.0578512396694,0,4.95867768595041,0,0.413223140495868,1.65289256198347
"E33018233","E01009203","E02001869",2011,312,55,224,1,12,6,10,4,17.6282051282051,71.7948717948718,0.32051282051282,3.84615384615385,1.92307692307692,3.2051282051282,1.28205128205128
"E33018234","E01009203","E02001869",2011,252,24,209,2,6,0,6,5,9.52380952380952,82.9365079365079,0.793650793650794,2.38095238095238,0,2.38095238095238,1.98412698412698
"E33018235","E01009203","E02001869",2011,470,47,402,0,2,1,15,3,10,85.531914893617,0,0.425531914893617,0.212765957446809,3.19148936170213,0.638297872340425
"E33018236","E01009201","E02001869",2011,258,50,172,1,11,6,6,12,19.3798449612403,66.6666666666667,0.387596899224806,4.26356589147287,2.32558139534884,2.32558139534884,4.65116279069767
"E33018237","E01009201","E02001869",2011,417,42,298,5,21,17,24,10,10.0719424460432,71.462829736211,1.19904076738609,5.03597122302158,4.07673860911271,5.75539568345324,2.39808153477218
"E33018238","E01009201","E02001869",2011,564,78,444,5,9,5,11,12,13.8297872340426,78.7234042553192,0.886524822695036,1.59574468085106,0.886524822695036,1.95035460992908,2.12765957446809
"E33018239","E01009219","E02001946",2011,933,374,359,1,29,27,40,103,40.085744908896,38.4780278670954,0.107181136120043,3.10825294748124,2.89389067524116,4.28724544480171,11.0396570203644
"E33018240","E01009232","E02001848",2011,452,79,307,5,27,4,12,18,17.4778761061947,67.9203539823009,1.10619469026549,5.97345132743363,0.884955752212389,2.65486725663717,3.98230088495575
"E33018241","E01009222","E02001834",2011,207,21,161,1,6,1,8,9,10.1449275362319,77.7777777777778,0.483091787439614,2.89855072463768,0.483091787439614,3.86473429951691,4.34782608695652
"E33018242","E01009222","E02001834",2011,668,137,438,7,22,10,30,24,20.5089820359281,65.5688622754491,1.04790419161677,3.2934131736527,1.49700598802395,4.49101796407186,3.59281437125748
"E33018243","E01009223","E02001839",2011,930,396,466,1,2,0,6,59,42.5806451612903,50.1075268817204,0.10752688172043,0.21505376344086,0,0.645161290322581,6.34408602150538
"E33018244","E01009239","E02001859",2011,339,75,227,0,3,10,9,15,22.1238938053097,66.9616519174041,0,0.884955752212389,2.94985250737463,2.65486725663717,4.42477876106195
"E33018245","E01009239","E02001859",2011,1179,193,923,2,11,6,19,25,16.3698049194232,78.2866836301951,0.169635284139101,0.932994062765055,0.508905852417303,1.61153519932146,2.12044105173876
"E33018246","E01009239","E02001859",2011,715,81,600,0,9,2,9,14,11.3286713286713,83.9160839160839,0,1.25874125874126,0.27972027972028,1.25874125874126,1.95804195804196
"E33018247","E01009239","E02001859",2011,516,109,361,2,3,9,8,24,21.1240310077519,69.9612403100775,0.387596899224806,0.581395348837209,1.74418604651163,1.55038759689922,4.65116279069767
"E33018248","E01009239","E02001859",2011,864,73,767,0,5,1,5,13,8.44907407407407,88.7731481481482,0,0.578703703703704,0.115740740740741,0.578703703703704,1.50462962962963
"E33018249","E01009240","E02001850",2011,316,63,213,4,14,4,11,7,19.9367088607595,67.4050632911392,1.26582278481013,4.43037974683544,1.26582278481013,3.48101265822785,2.21518987341772
"E33018250","E01009242","E02001850",2011,1210,516,467,4,13,10,31,169,42.6446280991736,38.595041322314,0.330578512396694,1.07438016528926,0.826446280991736,2.56198347107438,13.9669421487603
